Common_Name,Scientific_Name,Habitat,Location_Type,Plot_Name,Admin_Unit,Year,Date,Month,Month_Name,Season,Start_Time,Start_Hour,End_Time,Sex,Distance,Temperature,Humidity,Sky,Wind,Disturbance,PIF_Watchlist_Status,Regional_Stewardship_Status,AOU_Code,Observer,Visit,Interval_Length,ID_Method,Flyover_Observed,Taxon_Code
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0024,MONO,2018,2018-06-05,6,June,Summer,06:52:00,6,07:02:00,Male,50 - 100 Meters,18.7999992370605,70.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,SOSP,Brian Swimelar,2,0-2.5 min,Singing,False,85643.0
Chipping Sparrow,Spizella passerina,Grassland,Grassland,MONO-0024,MONO,2018,2018-06-05,6,June,Summer,06:52:00,6,07:02:00,Male,50 - 100 Meters,18.7999992370605,70.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,CHSP,Brian Swimelar,2,7.5 - 10 min,Singing,False,84781.0
European Starling,Sturnus vulgaris,Grassland,Grassland,MONO-0023,MONO,2018,2018-06-05,6,June,Summer,07:13:00,7,07:23:00,Undetermined,Unknown,16.5,74.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,EUST,Brian Swimelar,2,0-2.5 min,Visualization,True,86204.0
Great Blue Heron,Ardea herodias,Grassland,Grassland,MONO-0023,MONO,2018,2018-06-05,6,June,Summer,07:13:00,7,07:23:00,Undetermined,Unknown,16.5,74.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,GBHE,Brian Swimelar,2,5 - 7.5 min,Visualization,True,84416.0
Chipping Sparrow,Spizella passerina,Grassland,Grassland,MONO-0023,MONO,2018,2018-06-05,6,June,Summer,07:13:00,7,07:23:00,Male,50 - 100 Meters,16.5,74.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,CHSP,Brian Swimelar,2,5 - 7.5 min,Singing,False,84781.0
American Robin,Turdus migratorius,Grassland,Grassland,MONO-0023,MONO,2018,2018-06-05,6,June,Summer,07:13:00,7,07:23:00,Undetermined,Unknown,16.5,74.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,AMRO,Brian Swimelar,2,0-2.5 min,Visualization,True,87136.0
Northern Rough-winged Swallow,Stelgidopteryx serripennis,Grassland,Grassland,MONO-0023,MONO,2018,2018-06-05,6,June,Summer,07:13:00,7,07:23:00,Undetermined,Unknown,16.5,74.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,NRWS,Brian Swimelar,2,0-2.5 min,Visualization,True,87404.0
Great Blue Heron,Ardea herodias,Grassland,Grassland,MONO-0023,MONO,2018,2018-06-05,6,June,Summer,07:13:00,7,07:23:00,Undetermined,Unknown,16.5,74.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,GBHE,Brian Swimelar,2,2.5 - 5 min,Visualization,True,84416.0
Northern Cardinal,Cardinalis cardinalis,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Male,<= 50 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,NOCA,Brian Swimelar,2,0-2.5 min,Visualization,False,94228.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Male,<= 50 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,SOSP,Brian Swimelar,2,0-2.5 min,Singing,False,85643.0
Great Crested Flycatcher,Myiarchus crinitus,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Undetermined,50 - 100 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,GCFL,Brian Swimelar,2,0-2.5 min,Singing,False,85791.0
American Goldfinch,Carduelis tristis,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Male,Unknown,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,AMGO,Brian Swimelar,2,5 - 7.5 min,Visualization,True,95286.0
Indigo Bunting,Passerina cyanea,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Male,<= 50 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,True,INBU,Brian Swimelar,2,5 - 7.5 min,Singing,False,94257.0
American Robin,Turdus migratorius,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Male,50 - 100 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,AMRO,Brian Swimelar,2,0-2.5 min,Singing,False,87136.0
Eastern Tufted Titmouse,Baeolophus bicolor,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Undetermined,<= 50 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,ETTI,Brian Swimelar,2,2.5 - 5 min,Singing,False,266957.0
Indigo Bunting,Passerina cyanea,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Male,Unknown,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,True,INBU,Brian Swimelar,2,0-2.5 min,Visualization,True,94257.0
Northern Cardinal,Cardinalis cardinalis,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Undetermined,<= 50 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,NOCA,Brian Swimelar,2,7.5 - 10 min,Singing,False,94228.0
American Goldfinch,Carduelis tristis,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Male,<= 50 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,AMGO,Brian Swimelar,2,7.5 - 10 min,Visualization,False,95286.0
American Goldfinch,Carduelis tristis,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Female,<= 50 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,AMGO,Brian Swimelar,2,7.5 - 10 min,Visualization,False,95286.0
American Robin,Turdus migratorius,Grassland,Grassland,MONO-0025,MONO,2018,2018-06-05,6,June,Summer,06:33:00,6,06:43:00,Male,<= 50 Meters,16.5,68.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,False,AMRO,Brian Swimelar,2,2.5 - 5 min,Singing,False,87136.0
Blue Jay,Cyanocitta cristata,Grassland,Grassland,MONO-0017,MONO,2018,2018-06-05,6,June,Summer,06:12:00,6,06:22:00,Undetermined,50 - 100 Meters,18.2000007629395,64.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,BLJA,Brian Swimelar,2,0-2.5 min,Calling,False,86252.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0017,MONO,2018,2018-06-05,6,June,Summer,06:12:00,6,06:22:00,Male,50 - 100 Meters,18.2000007629395,64.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,SOSP,Brian Swimelar,2,0-2.5 min,Singing,False,85643.0
Grasshopper Sparrow,Ammodramus savannarum,Grassland,Grassland,MONO-0017,MONO,2018,2018-06-05,6,June,Summer,06:12:00,6,06:22:00,Male,50 - 100 Meters,18.2000007629395,64.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,GRSP,Brian Swimelar,2,0-2.5 min,Singing,False,83867.0
Brown-headed Cowbird,Molothrus ater,Grassland,Grassland,MONO-0017,MONO,2018,2018-06-05,6,June,Summer,06:12:00,6,06:22:00,Male,50 - 100 Meters,18.2000007629395,64.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,BHCO,Brian Swimelar,2,7.5 - 10 min,Singing,False,94215.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0017,MONO,2018,2018-06-05,6,June,Summer,06:12:00,6,06:22:00,Male,50 - 100 Meters,18.2000007629395,64.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,SOSP,Brian Swimelar,2,5 - 7.5 min,Singing,False,85643.0
Chipping Sparrow,Spizella passerina,Grassland,Grassland,MONO-0015,MONO,2018,2018-06-05,6,June,Summer,05:33:00,5,05:43:00,Male,50 - 100 Meters,11.6000003814697,66.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,CHSP,Brian Swimelar,2,5 - 7.5 min,Singing,False,84781.0
Barn Swallow,Hirundo rustica,Grassland,Grassland,MONO-0015,MONO,2018,2018-06-05,6,June,Summer,05:33:00,5,05:43:00,Undetermined,Unknown,11.6000003814697,66.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,BARS,Brian Swimelar,2,0-2.5 min,Visualization,True,87409.0
Grasshopper Sparrow,Ammodramus savannarum,Grassland,Grassland,MONO-0015,MONO,2018,2018-06-05,6,June,Summer,05:33:00,5,05:43:00,Male,<= 50 Meters,11.6000003814697,66.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,False,GRSP,Brian Swimelar,2,0-2.5 min,Singing,False,83867.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0016,MONO,2018,2018-06-05,6,June,Summer,05:53:00,5,06:03:00,Male,50 - 100 Meters,11.8000001907349,80.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,SOSP,Brian Swimelar,2,2.5 - 5 min,Singing,False,85643.0
Indigo Bunting,Passerina cyanea,Grassland,Grassland,MONO-0016,MONO,2018,2018-06-05,6,June,Summer,05:53:00,5,06:03:00,Male,50 - 100 Meters,11.8000001907349,80.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,INBU,Brian Swimelar,2,0-2.5 min,Singing,False,94257.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0016,MONO,2018,2018-06-05,6,June,Summer,05:53:00,5,06:03:00,Male,50 - 100 Meters,11.8000001907349,80.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,SOSP,Brian Swimelar,2,0-2.5 min,Singing,False,85643.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0016,MONO,2018,2018-06-05,6,June,Summer,05:53:00,5,06:03:00,Male,<= 50 Meters,11.8000001907349,80.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,SOSP,Brian Swimelar,2,0-2.5 min,Singing,False,85643.0
European Starling,Sturnus vulgaris,Grassland,Grassland,MONO-0016,MONO,2018,2018-06-05,6,June,Summer,05:53:00,5,06:03:00,Undetermined,Unknown,11.8000001907349,80.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,EUST,Brian Swimelar,2,5 - 7.5 min,Visualization,True,86204.0
Indigo Bunting,Passerina cyanea,Grassland,Grassland,MONO-0016,MONO,2018,2018-06-05,6,June,Summer,05:53:00,5,06:03:00,Male,<= 50 Meters,11.8000001907349,80.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,INBU,Brian Swimelar,2,2.5 - 5 min,Visualization,False,94257.0
Indigo Bunting,Passerina cyanea,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Male,50 - 100 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,INBU,Elizabeth Oswald,2,0-2.5 min,Singing,False,94257.0
American Goldfinch,Carduelis tristis,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Undetermined,50 - 100 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,AMGO,Elizabeth Oswald,2,0-2.5 min,Calling,False,95286.0
Fish Crow,Corvus ossifragus,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Undetermined,Unknown,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,FICR,Elizabeth Oswald,2,7.5 - 10 min,Visualization,True,87112.0
Eastern Kingbird,Tyrannus tyrannus,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Undetermined,50 - 100 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,EAKI,Elizabeth Oswald,2,5 - 7.5 min,Visualization,False,85757.0
Blue-gray Gnatcatcher,Polioptila caerulea,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Undetermined,<= 50 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,BGGN,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,88038.0
Chipping Sparrow,Spizella passerina,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Male,50 - 100 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,CHSP,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,84781.0
Red-winged Blackbird,Agelaius phoeniceus,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Female,<= 50 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,RWBL,Elizabeth Oswald,2,2.5 - 5 min,Visualization,False,93613.0
American Robin,Turdus migratorius,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Undetermined,<= 50 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,AMRO,Elizabeth Oswald,2,0-2.5 min,Visualization,False,87136.0
Eastern Bluebird,Sialia sialis,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Undetermined,<= 50 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,EABL,Elizabeth Oswald,2,0-2.5 min,Visualization,False,87184.0
Eastern Bluebird,Sialia sialis,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Undetermined,<= 50 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,EABL,Elizabeth Oswald,2,0-2.5 min,Singing,False,87184.0
Carolina Wren,Thryothorus ludovicianus,Grassland,Grassland,MONO-0035,MONO,2018,2018-06-14,6,June,Summer,07:29:00,7,07:39:00,Undetermined,<= 50 Meters,26.5,55.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Field Sparrow,Spizella pusilla,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Undetermined,<= 50 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,FISP,Elizabeth Oswald,2,0-2.5 min,Visualization,False,84790.0
Northern Mockingbird,Mimus polyglottos,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Undetermined,<= 50 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,NOMO,Elizabeth Oswald,2,0-2.5 min,Visualization,False,88394.0
Eastern Kingbird,Tyrannus tyrannus,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Undetermined,<= 50 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,EAKI,Elizabeth Oswald,2,0-2.5 min,Visualization,False,85757.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Undetermined,<= 50 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,SOSP,Elizabeth Oswald,2,0-2.5 min,Visualization,False,85643.0
Indigo Bunting,Passerina cyanea,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Male,<= 50 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,INBU,Elizabeth Oswald,2,0-2.5 min,Visualization,False,94257.0
Tree Swallow,Tachycineta bicolor,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Undetermined,Unknown,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,TRES,Elizabeth Oswald,2,7.5 - 10 min,Visualization,True,87391.0
Northern Cardinal,Cardinalis cardinalis,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Male,<= 50 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,NOCA,Elizabeth Oswald,2,0-2.5 min,Visualization,False,94228.0
House Finch,Haemorhous mexicanus,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Male,50 - 100 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,HOFI,Elizabeth Oswald,2,5 - 7.5 min,Singing,False,926917.0
Blue Jay,Cyanocitta cristata,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Undetermined,50 - 100 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,BLJA,Elizabeth Oswald,2,5 - 7.5 min,Visualization,False,86252.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Male,50 - 100 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,SOSP,Elizabeth Oswald,2,0-2.5 min,Singing,False,85643.0
Carolina Wren,Thryothorus ludovicianus,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Undetermined,50 - 100 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
American Robin,Turdus migratorius,Grassland,Grassland,MONO-0046,MONO,2018,2018-06-14,6,June,Summer,07:12:00,7,07:22:00,Male,50 - 100 Meters,21.6000003814697,69.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,AMRO,Elizabeth Oswald,2,0-2.5 min,Singing,False,87136.0
Song Sparrow,Melospiza melodia,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Male,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,SOSP,Elizabeth Oswald,2,0-2.5 min,Singing,False,85643.0
Gray Catbird,Dumetella carolinensis,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Male,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,GRCA,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,89977.0
Indigo Bunting,Passerina cyanea,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Male,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,INBU,Elizabeth Oswald,2,0-2.5 min,Singing,False,94257.0
Northern Cardinal,Cardinalis cardinalis,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Undetermined,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,NOCA,Elizabeth Oswald,2,5 - 7.5 min,Singing,False,94228.0
Eastern Tufted Titmouse,Baeolophus bicolor,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Undetermined,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,ETTI,Elizabeth Oswald,2,5 - 7.5 min,Singing,False,266957.0
Carolina Chickadee,Poecile carolinensis,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Undetermined,<= 50 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,CACH,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,265876.0
Common Yellowthroat,Geothlypis trichas,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Male,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,COYE,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,92708.0
Mourning Dove,Zenaida macroura,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Undetermined,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,MODO,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,82737.0
Chipping Sparrow,Spizella passerina,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Male,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,CHSP,Elizabeth Oswald,2,0-2.5 min,Singing,False,84781.0
American Robin,Turdus migratorius,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Male,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,AMRO,Elizabeth Oswald,2,0-2.5 min,Singing,False,87136.0
Carolina Wren,Thryothorus ludovicianus,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Undetermined,<= 50 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Field Sparrow,Spizella pusilla,Grassland,Grassland,MONO-0055,MONO,2018,2018-06-14,6,June,Summer,06:54:00,6,07:04:00,Male,50 - 100 Meters,21.1000003814697,71.5999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,FISP,Elizabeth Oswald,2,0-2.5 min,Singing,False,84790.0
Northern Cardinal,Cardinalis cardinalis,Grassland,Grassland,MONO-0054,MONO,2018,2018-06-14,6,June,Summer,06:36:00,6,06:46:00,Undetermined,<= 50 Meters,21.5,64.3000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,NOCA,Elizabeth Oswald,2,0-2.5 min,Singing,False,94228.0
Carolina Wren,Thryothorus ludovicianus,Grassland,Grassland,MONO-0054,MONO,2018,2018-06-14,6,June,Summer,06:36:00,6,06:46:00,Undetermined,50 - 100 Meters,21.5,64.3000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Chipping Sparrow,Spizella passerina,Grassland,Grassland,MONO-0054,MONO,2018,2018-06-14,6,June,Summer,06:36:00,6,06:46:00,Male,50 - 100 Meters,21.5,64.3000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,CHSP,Elizabeth Oswald,2,0-2.5 min,Singing,False,84781.0
Grasshopper Sparrow,Ammodramus savannarum,Grassland,Grassland,MONO-0054,MONO,2018,2018-06-14,6,June,Summer,06:36:00,6,06:46:00,Male,50 - 100 Meters,21.5,64.3000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,GRSP,Elizabeth Oswald,2,0-2.5 min,Singing,False,83867.0
Red-bellied Woodpecker,Melanerpes carolinus,Grassland,Grassland,MONO-0054,MONO,2018,2018-06-14,6,June,Summer,06:36:00,6,06:46:00,Undetermined,50 - 100 Meters,21.5,64.3000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,RBWO,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,84865.0
American Robin,Turdus migratorius,Grassland,Grassland,MONO-0054,MONO,2018,2018-06-14,6,June,Summer,06:36:00,6,06:46:00,Male,50 - 100 Meters,21.5,64.3000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,AMRO,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,87136.0
Northern Cardinal,Cardinalis cardinalis,Grassland,Grassland,MONO-0054,MONO,2018,2018-06-14,6,June,Summer,06:36:00,6,06:46:00,Female,50 - 100 Meters,21.5,64.3000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,NOCA,Elizabeth Oswald,2,7.5 - 10 min,Visualization,False,94228.0
Horned Lark,Eremophila alpestris,Grassland,Grassland,MONO-0054,MONO,2018,2018-06-14,6,June,Summer,06:36:00,6,06:46:00,Undetermined,50 - 100 Meters,21.5,64.3000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,HOLA,Elizabeth Oswald,2,0-2.5 min,Singing,False,264079.0
